JPM,,,GS,,,MS,,,C,,,BAC,,,WFC,
Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:,,Date:,Stock Price:
07/08/2021,150.94,,07/08/2021,358.94,,07/08/2021,87.64,,07/08/2021,66.73,,07/08/2021,38.78,,07/08/2021,42.32
07/09/2021,155.77,,07/09/2021,371.76,,07/09/2021,90.33,,07/09/2021,68.45,,07/09/2021,40.04,,07/09/2021,43.91
07/12/2021,158,,07/12/2021,380.5,,07/12/2021,92.75,,07/12/2021,69.44,,07/12/2021,40.63,,07/12/2021,44.16
7/13/2021,155.65,,7/13/2021,375.98,,7/13/2021,93.21,,7/13/2021,68.37,,7/13/2021,39.86,,7/13/2021,43.23
7/14/2021,155.12,,7/14/2021,374.4,,7/14/2021,92.46,,7/14/2021,68.17,,7/14/2021,38.86,,7/14/2021,44.95
7/15/2021,155.46,,7/15/2021,373.35,,7/15/2021,92.63,,7/15/2021,68.45,,7/15/2021,38.83,,7/15/2021,45
7/16/2021,151.91,,7/16/2021,364.8,,7/16/2021,91.25,,7/16/2021,66.9,,7/16/2021,37.92,,7/16/2021,44.28
7/19/2021,146.97,,7/19/2021,354.72,,7/19/2021,89.35,,7/19/2021,65.08,,7/19/2021,36.93,,7/19/2021,43.05
7/20/2021,149.71,,7/20/2021,364.76,,7/20/2021,92.32,,7/20/2021,66.29,,7/20/2021,37.69,,7/20/2021,44.84
7/21/2021,152.86,,7/21/2021,373.5,,7/21/2021,95.68,,7/21/2021,67.89,,7/21/2021,38.46,,7/21/2021,45.8
7/22/2021,150.93,,7/22/2021,372.71,,7/22/2021,95.57,,7/22/2021,66.93,,7/22/2021,37.96,,7/22/2021,45.03
7/23/2021,150.64,,7/23/2021,374.05,,7/23/2021,94.55,,7/23/2021,66.71,,7/23/2021,37.7,,7/23/2021,44.59
7/26/2021,151.65,,7/26/2021,375.9,,7/26/2021,96.54,,7/26/2021,67.77,,7/26/2021,38.13,,7/26/2021,45.01
7/27/2021,151.45,,7/27/2021,374.84,,7/27/2021,96.48,,7/27/2021,67.98,,7/27/2021,37.98,,7/27/2021,45.14
7/28/2021,151.7,,7/28/2021,374.23,,7/28/2021,96.07,,7/28/2021,68.1,,7/28/2021,38.13,,7/28/2021,45.51
7/29/2021,153,,7/29/2021,377.55,,7/29/2021,96.28,,7/29/2021,68.81,,7/29/2021,38.68,,7/29/2021,46.5
7/30/2021,151.78,,7/30/2021,374.88,,7/30/2021,95.98,,7/30/2021,67.62,,7/30/2021,38.36,,7/30/2021,45.94
08/02/2021,151.17,,08/02/2021,378.19,,08/02/2021,96.23,,08/02/2021,67.73,,08/02/2021,37.96,,08/02/2021,45.79
08/03/2021,152.89,,08/03/2021,380.36,,08/03/2021,96.6,,08/03/2021,68.88,,08/03/2021,38.55,,08/03/2021,46.83
08/04/2021,151.24,,08/04/2021,377.86,,08/04/2021,96.29,,08/04/2021,68.52,,08/04/2021,38.27,,08/04/2021,46.15
08/05/2021,153.15,,08/05/2021,384.3,,08/05/2021,97.83,,08/05/2021,69.69,,08/05/2021,39.02,,08/05/2021,46.99
08/06/2021,157.5,,08/06/2021,397.89,,08/06/2021,99.73,,08/06/2021,71.07,,08/06/2021,40.15,,08/06/2021,48.77
08/09/2021,157.33,,08/09/2021,399.88,,08/09/2021,100.74,,08/09/2021,71.52,,08/09/2021,40.67,,08/09/2021,48.65
08/10/2021,159.26,,08/10/2021,407.97,,08/10/2021,102.04,,08/10/2021,72.98,,08/10/2021,41.43,,08/10/2021,49.63
08/11/2021,161.16,,08/11/2021,413.89,,08/11/2021,103.88,,08/11/2021,74.3,,08/11/2021,41.95,,08/11/2021,50.66
08/12/2021,161.79,,08/12/2021,415,,08/12/2021,104.67,,08/12/2021,74.13,,08/12/2021,42.15,,08/12/2021,51.15
8/13/2021,159.98,,8/13/2021,410.78,,8/13/2021,103.94,,8/13/2021,73.11,,8/13/2021,41.63,,8/13/2021,50.37
8/16/2021,158.93,,8/16/2021,408.35,,8/16/2021,103.72,,8/16/2021,72.1,,8/16/2021,41.29,,8/16/2021,49.41
8/17/2021,157.01,,8/17/2021,404.97,,8/17/2021,102.87,,8/17/2021,71.62,,8/17/2021,41.09,,8/17/2021,48.71
8/18/2021,155.58,,8/18/2021,398.8,,8/18/2021,101.26,,8/18/2021,71.12,,8/18/2021,40.79,,8/18/2021,47.97
8/19/2021,154.28,,8/19/2021,393.57,,8/19/2021,99.73,,8/19/2021,69.84,,8/19/2021,40.19,,8/19/2021,47.25
8/20/2021,154.72,,8/20/2021,395.87,,8/20/2021,100.66,,8/20/2021,70.25,,8/20/2021,40.37,,8/20/2021,47.42
8/23/2021,156.7,,8/23/2021,401.45,,8/23/2021,102.16,,8/23/2021,70.89,,8/23/2021,40.91,,8/23/2021,47.61
8/24/2021,157.67,,8/24/2021,408.56,,8/24/2021,103.09,,8/24/2021,72.04,,8/24/2021,41.48,,8/24/2021,48.36
8/25/2021,160.92,,8/25/2021,413.12,,8/25/2021,104.09,,8/25/2021,73.18,,8/25/2021,42.15,,8/25/2021,49.29
8/26/2021,161.75,,8/26/2021,412.41,,8/26/2021,103.84,,8/26/2021,72.44,,8/26/2021,42.04,,8/26/2021,49.05
8/27/2021,163.05,,8/27/2021,419.69,,8/27/2021,105.45,,8/27/2021,72.99,,8/27/2021,42.49,,8/27/2021,49.81
8/30/2021,160.44,,8/30/2021,413.6,,8/30/2021,104.09,,8/30/2021,71.67,,8/30/2021,41.66,,8/30/2021,48.41
8/31/2021,159.95,,8/31/2021,413.51,,8/31/2021,104.43,,8/31/2021,71.91,,8/31/2021,41.75,,8/31/2021,45.7
09/01/2021,159.72,,09/01/2021,413.66,,09/01/2021,104.31,,09/01/2021,71.31,,09/01/2021,41.19,,09/01/2021,43.45
09/02/2021,160.46,,09/02/2021,414.5,,09/02/2021,104.83,,09/02/2021,71.5,,09/02/2021,41.02,,09/02/2021,44.57
09/03/2021,159.49,,09/03/2021,411.31,,09/03/2021,104.25,,09/03/2021,71.17,,09/03/2021,41.05,,09/03/2021,44.17
09/07/2021,159.21,,09/07/2021,410.32,,09/07/2021,104.18,,09/07/2021,70.82,,09/07/2021,41.32,,09/07/2021,44.31
09/08/2021,158.5,,09/08/2021,405,,09/08/2021,103.57,,09/08/2021,70.04,,09/08/2021,40.78,,09/08/2021,43.82
09/09/2021,159.19,,09/09/2021,404.58,,09/09/2021,103.84,,09/09/2021,70.46,,09/09/2021,40.93,,09/09/2021,44.36
09/10/2021,157.36,,09/10/2021,403.48,,09/10/2021,103.62,,09/10/2021,69.57,,09/10/2021,40.27,,09/10/2021,44.33
9/13/2021,159.86,,9/13/2021,409.26,,9/13/2021,104.4,,9/13/2021,70.52,,9/13/2021,40.94,,9/13/2021,45.76
9/14/2021,157.07,,9/14/2021,403.69,,9/14/2021,101.91,,9/14/2021,68.78,,9/14/2021,39.84,,9/14/2021,46.05
9/15/2021,158.16,,9/15/2021,401.95,,9/15/2021,103.04,,9/15/2021,70.45,,9/15/2021,40.14,,9/15/2021,46.64
9/16/2021,158.09,,9/16/2021,396.68,,9/16/2021,102.47,,9/16/2021,70,,9/16/2021,40.45,,9/16/2021,46.28
9/17/2021,157.68,,9/17/2021,391.46,,9/17/2021,101.75,,9/17/2021,69.96,,9/17/2021,40.5,,9/17/2021,46.47
9/20/2021,152.96,,9/20/2021,378.13,,9/20/2021,98.63,,9/20/2021,67.3,,9/20/2021,39.11,,9/20/2021,45.81
9/21/2021,152.98,,9/21/2021,375.84,,9/21/2021,98.3,,9/21/2021,66.94,,9/21/2021,39.13,,9/21/2021,45.85
9/22/2021,155.91,,9/22/2021,385.47,,9/22/2021,100.8,,9/22/2021,68.24,,9/22/2021,40.14,,9/22/2021,47.08
9/23/2021,161.18,,9/23/2021,391.86,,9/23/2021,103.55,,9/23/2021,70.88,,9/23/2021,41.69,,9/23/2021,47.8
9/24/2021,163.04,,9/24/2021,390.85,,9/24/2021,102.91,,9/24/2021,71.18,,9/24/2021,42.14,,9/24/2021,47.92
9/27/2021,166.98,,9/27/2021,399.81,,9/27/2021,105.1,,9/27/2021,72.26,,9/27/2021,43.26,,9/27/2021,47.56
9/28/2021,166.08,,9/28/2021,389.5,,9/28/2021,102.04,,9/28/2021,71.37,,9/28/2021,43.16,,9/28/2021,45.92
9/29/2021,165.95,,9/29/2021,384.89,,9/29/2021,99.55,,9/29/2021,71.53,,9/29/2021,43.07,,9/29/2021,47.03
9/30/2021,163.69,,9/30/2021,378.03,,9/30/2021,97.31,,9/30/2021,70.18,,9/30/2021,42.45,,9/30/2021,46.41
10/01/2021,167.13,,10/01/2021,380,,10/01/2021,99.05,,10/01/2021,71.18,,10/01/2021,43.08,,10/01/2021,47.02
10/04/2021,166.95,,10/04/2021,374.15,,10/04/2021,97.15,,10/04/2021,71.29,,10/04/2021,43.34,,10/04/2021,47.02
10/05/2021,168.66,,10/05/2021,385.81,,10/05/2021,99.2,,10/05/2021,72.53,,10/05/2021,44.22,,10/05/2021,47.96
10/06/2021,169.02,,10/06/2021,388.05,,10/06/2021,99.1,,10/06/2021,72.42,,10/06/2021,44.24,,10/06/2021,47.87
10/07/2021,170.09,,10/07/2021,390.62,,10/07/2021,98.8,,10/07/2021,72.19,,10/07/2021,44.12,,10/07/2021,47.76
10/08/2021,170.22,,10/08/2021,392.81,,10/08/2021,100.04,,10/08/2021,72.35,,10/08/2021,44.34,,10/08/2021,48
10/11/2021,166.64,,10/11/2021,385.24,,10/11/2021,97.29,,10/11/2021,71.68,,10/11/2021,43.78,,10/11/2021,47.28
10/12/2021,165.36,,10/12/2021,386.53,,10/12/2021,97.78,,10/12/2021,70.64,,10/12/2021,43.54,,10/12/2021,46.65
10/13/2021,161,,10/13/2021,386.31,,10/13/2021,98.57,,10/13/2021,70.26,,10/13/2021,43.14,,10/13/2021,46.05
10/14/2021,163.47,,10/14/2021,391.2,,10/14/2021,101.01,,10/14/2021,70.8,,10/14/2021,45.07,,10/14/2021,45.31
10/15/2021,166.61,,10/15/2021,406.07,,10/15/2021,102.14,,10/15/2021,72.29,,10/15/2021,46.37,,10/15/2021,48.38
10/18/2021,166.55,,10/18/2021,413.69,,10/18/2021,101.41,,10/18/2021,71.61,,10/18/2021,46.28,,10/18/2021,49.43
10/19/2021,168.57,,10/19/2021,412.16,,10/19/2021,101.75,,10/19/2021,71.76,,10/19/2021,46.48,,10/19/2021,50.34
10/20/2021,170.84,,10/20/2021,407.89,,10/20/2021,100.66,,10/20/2021,71.82,,10/20/2021,47.09,,10/20/2021,50.16
10/21/2021,169.5,,10/21/2021,407.59,,10/21/2021,100.28,,10/21/2021,70.51,,10/21/2021,46.83,,10/21/2021,50.33
10/22/2021,171.78,,10/22/2021,414.32,,10/22/2021,101.8,,10/22/2021,71.37,,10/22/2021,47.57,,10/22/2021,50.66
10/25/2021,170.94,,10/25/2021,414.75,,10/25/2021,101.91,,10/25/2021,70.83,,10/25/2021,47.51,,10/25/2021,50.62
10/26/2021,171.4,,10/26/2021,417.61,,10/26/2021,103.47,,10/26/2021,70.65,,10/26/2021,47.96,,10/26/2021,50.63
10/27/2021,167.83,,10/27/2021,410.99,,10/27/2021,101.87,,10/27/2021,70.31,,10/27/2021,47.04,,10/27/2021,50.05
10/28/2021,170.36,,10/28/2021,414.82,,10/28/2021,102.5,,10/28/2021,70.88,,10/28/2021,47.78,,10/28/2021,51.36
10/29/2021,169.89,,10/29/2021,413.35,,10/29/2021,102.78,,10/29/2021,69.16,,10/29/2021,47.78,,10/29/2021,51.16
11/01/2021,169.8,,11/01/2021,416.7,,11/01/2021,104,,11/01/2021,69.61,,11/01/2021,47.85,,11/01/2021,51.71
11/02/2021,170.47,,11/02/2021,423.85,,11/02/2021,104.66,,11/02/2021,68.6,,11/02/2021,47.88,,11/02/2021,51.3
11/03/2021,170.53,,11/03/2021,417.9,,11/03/2021,102.61,,11/03/2021,69,,11/03/2021,48.37,,11/03/2021,52
11/04/2021,168.29,,11/04/2021,408.07,,11/04/2021,99.79,,11/04/2021,67,,11/04/2021,47.33,,11/04/2021,50.62
11/05/2021,168.05,,11/05/2021,407.08,,11/05/2021,99.87,,11/05/2021,66.99,,11/05/2021,46.97,,11/05/2021,50.44
11/08/2021,169.06,,11/08/2021,408.34,,11/08/2021,100.07,,11/08/2021,68.45,,11/08/2021,47.34,,11/08/2021,50.87
11/09/2021,167.78,,11/09/2021,405.35,,11/09/2021,99.71,,11/09/2021,67.99,,11/09/2021,46.88,,11/09/2021,49.89
11/10/2021,167.62,,11/10/2021,399.12,,11/10/2021,97.77,,11/10/2021,68.21,,11/10/2021,47.23,,11/10/2021,50.36
11/11/2021,167.61,,11/11/2021,402.34,,11/11/2021,98.88,,11/11/2021,68.87,,11/11/2021,47.49,,11/11/2021,50.59
11/12/2021,166.86,,11/12/2021,404.91,,11/12/2021,99.85,,11/12/2021,69.16,,11/12/2021,46.91,,11/12/2021,50.96
11/15/2021,166.56,,11/15/2021,404.81,,11/15/2021,100.21,,11/15/2021,68.74,,11/15/2021,47.05,,11/15/2021,51.08
11/16/2021,165.36,,11/16/2021,403.09,,11/16/2021,100.69,,11/16/2021,67.74,,11/16/2021,47.08,,11/16/2021,50.37
11/17/2021,164.47,,11/17/2021,391.55,,11/17/2021,97.68,,11/17/2021,66.85,,11/17/2021,46.51,,11/17/2021,49.84
11/18/2021,163.05,,11/18/2021,391.37,,11/18/2021,97.68,,11/18/2021,67.11,,11/18/2021,46.32,,11/18/2021,49.9
11/19/2021,160.92,,11/19/2021,387.39,,11/19/2021,96.91,,11/19/2021,66.34,,11/19/2021,45.4,,11/19/2021,48.82
11/22/2021,164.35,,11/22/2021,396.16,,11/22/2021,99.32,,11/22/2021,67.04,,11/22/2021,46.28,,11/22/2021,50.34
11/23/2021,168.28,,11/23/2021,406.34,,11/23/2021,101.86,,11/23/2021,68.07,,11/23/2021,47.5,,11/23/2021,51.4
11/24/2021,166.96,,11/24/2021,399.19,,11/24/2021,101.12,,11/24/2021,67.28,,11/24/2021,47.63,,11/24/2021,51.31
11/26/2021,161.93,,11/26/2021,389.39,,11/26/2021,97.93,,11/26/2021,65.5,,11/26/2021,45.76,,11/26/2021,48.43
11/29/2021,161.23,,11/29/2021,386.54,,11/29/2021,97.23,,11/29/2021,65.04,,11/29/2021,45.59,,11/29/2021,49.16
11/30/2021,158.83,,11/30/2021,380.99,,11/30/2021,94.82,,11/30/2021,63.7,,11/30/2021,44.47,,11/30/2021,47.78
12/01/2021,157.89,,12/01/2021,376.48,,12/01/2021,95.26,,12/01/2021,62.52,,12/01/2021,43.84,,12/01/2021,47.21
12/02/2021,161.21,,12/02/2021,387.54,,12/02/2021,98.86,,12/02/2021,63.81,,12/02/2021,44.89,,12/02/2021,48.91
12/03/2021,158.29,,12/03/2021,382.73,,12/03/2021,98.21,,12/03/2021,62.76,,12/03/2021,43.87,,12/03/2021,47.75
12/06/2021,160.16,,12/06/2021,389.3,,12/06/2021,99.27,,12/06/2021,62.52,,12/06/2021,44.15,,12/06/2021,48.81
12/07/2021,162.57,,12/07/2021,400.11,,12/07/2021,102.5,,12/07/2021,62.9,,12/07/2021,44.71,,12/07/2021,50.25
12/08/2021,160.71,,12/08/2021,397.32,,12/08/2021,101.25,,12/08/2021,62.46,,12/08/2021,44.16,,12/08/2021,49.41
12/09/2021,160.46,,12/09/2021,396.49,,12/09/2021,100.58,,12/09/2021,62.14,,12/09/2021,44.49,,12/09/2021,49.69
12/10/2021,159.82,,12/10/2021,391.06,,12/10/2021,98.43,,12/10/2021,60.71,,12/10/2021,44.52,,12/10/2021,50.2
12/13/2021,157.92,,12/13/2021,384.64,,12/13/2021,97.17,,12/13/2021,60.18,,12/13/2021,43.58,,12/13/2021,48.56
12/14/2021,159.13,,12/14/2021,388.82,,12/14/2021,98.82,,12/14/2021,60.64,,12/14/2021,44.13,,12/14/2021,48.89
12/15/2021,157.94,,12/15/2021,389.91,,12/15/2021,99.43,,12/15/2021,60.24,,12/15/2021,43.94,,12/15/2021,48.94
12/16/2021,160.41,,12/16/2021,397.37,,12/16/2021,100.3,,12/16/2021,61.07,,12/16/2021,45,,12/16/2021,50.3
12/17/2021,156.76,,12/17/2021,381.8,,12/17/2021,97.13,,12/17/2021,59.54,,12/17/2021,43.88,,12/17/2021,47.95
12/20/2021,153.94,,12/20/2021,371.61,,12/20/2021,95.37,,12/20/2021,58.28,,12/20/2021,43.16,,12/20/2021,46.85
12/21/2021,156.09,,12/21/2021,380.32,,12/21/2021,97.77,,12/21/2021,59.38,,12/21/2021,44.19,,12/21/2021,47.81
12/22/2021,156.7,,12/22/2021,382.33,,12/22/2021,98.3,,12/22/2021,59.6,,12/22/2021,44.28,,12/22/2021,48.03
12/23/2021,157.26,,12/23/2021,385.04,,12/23/2021,99.34,,12/23/2021,60.21,,12/23/2021,44.42,,12/23/2021,48.36
12/27/2021,158.16,,12/27/2021,388.04,,12/27/2021,100.4,,12/27/2021,60.65,,12/27/2021,44.64,,12/27/2021,48.77
12/28/2021,158.64,,12/28/2021,387.61,,12/28/2021,99.97,,12/28/2021,60.62,,12/28/2021,44.7,,12/28/2021,48.42
12/29/2021,158.56,,12/29/2021,386.2,,12/29/2021,98.73,,12/29/2021,60.54,,12/29/2021,44.63,,12/29/2021,48.45
12/30/2021,158.48,,12/30/2021,385.52,,12/30/2021,98.8,,12/30/2021,60.43,,12/30/2021,44.53,,12/30/2021,48.1
12/31/2021,158.35,,12/31/2021,382.55,,12/31/2021,98.16,,12/31/2021,60.39,,12/31/2021,44.49,,12/31/2021,47.98
01/03/2022,161.7,,01/03/2022,395.33,,01/03/2022,100.19,,01/03/2022,63.1,,01/03/2022,46.18,,01/03/2022,50.73
01/04/2022,167.83,,01/04/2022,407.48,,01/04/2022,104.26,,01/04/2022,63.59,,01/04/2022,47.99,,01/04/2022,52.75
01/05/2022,163.78,,01/05/2022,398.63,,01/05/2022,101.68,,01/05/2022,62.85,,01/05/2022,47.18,,01/05/2022,52.29
01/06/2022,165.52,,01/06/2022,396.93,,01/06/2022,103.42,,01/06/2022,64.91,,01/06/2022,48.13,,01/06/2022,53.63
01/07/2022,167.16,,01/07/2022,397.51,,01/07/2022,104.05,,01/07/2022,65.78,,01/07/2022,49.18,,01/07/2022,54.77
01/10/2022,167.32,,01/10/2022,399.17,,01/10/2022,104.13,,01/10/2022,66.03,,01/10/2022,48.93,,01/10/2022,55.35
01/11/2022,167.49,,01/11/2022,403.05,,01/11/2022,105.92,,01/11/2022,67.11,,01/11/2022,49.21,,01/11/2022,56.06
01/12/2022,168.44,,01/12/2022,390.31,,01/12/2022,103.05,,01/12/2022,67.28,,01/12/2022,48.86,,01/12/2022,56.4
1/13/2022,168.23,,1/13/2022,390.8,,1/13/2022,102.55,,1/13/2022,67.78,,1/13/2022,48.76,,1/13/2022,56
1/14/2022,157.89,,1/14/2022,380.94,,1/14/2022,98.88,,1/14/2022,66.93,,1/14/2022,47.91,,1/14/2022,58.06
1/18/2022,151.27,,1/18/2022,354.4,,1/18/2022,94.01,,1/18/2022,65.3,,1/18/2022,46.26,,1/18/2022,56.69
1/19/2022,148.93,,1/19/2022,347.32,,1/19/2022,95.73,,1/19/2022,64.24,,1/19/2022,46.44,,1/19/2022,55.57
1/20/2022,147.66,,1/20/2022,348.1,,1/20/2022,99.83,,1/20/2022,64.46,,1/20/2022,45.75,,1/20/2022,55
1/21/2022,145.08,,1/21/2022,343.91,,1/21/2022,98.86,,1/21/2022,63.27,,1/21/2022,44.92,,1/21/2022,53.67
1/24/2022,144.95,,1/24/2022,343.39,,1/24/2022,98.08,,1/24/2022,62.7,,1/24/2022,44.55,,1/24/2022,53.32
1/25/2022,146.53,,1/25/2022,341.55,,1/25/2022,99.04,,1/25/2022,64.11,,1/25/2022,45.43,,1/25/2022,53.59
1/26/2022,147.92,,1/26/2022,342.68,,1/26/2022,100.17,,1/26/2022,64.75,,1/26/2022,45.9,,1/26/2022,54.14
1/27/2022,145.31,,1/27/2022,341.03,,1/27/2022,101.15,,1/27/2022,64.15,,1/27/2022,45.47,,1/27/2022,53.76
1/28/2022,146.61,,1/28/2022,347.01,,1/28/2022,101.8,,1/28/2022,64.69,,1/28/2022,45.87,,1/28/2022,54.19
1/31/2022,148.6,,1/31/2022,354.68,,1/31/2022,102.54,,1/31/2022,65.12,,1/31/2022,46.14,,1/31/2022,53.8
02/01/2022,151.15,,02/01/2022,364.06,,02/01/2022,103.95,,02/01/2022,66.56,,02/01/2022,46.94,,02/01/2022,55.6
02/02/2022,149.94,,02/02/2022,363.06,,02/02/2022,103.92,,02/02/2022,66.23,,02/02/2022,46.89,,02/02/2022,55.93
02/03/2022,148.7,,02/03/2022,358.88,,02/03/2022,102.29,,02/03/2022,65.26,,02/03/2022,46.43,,02/03/2022,55.17
02/04/2022,152.56,,02/04/2022,367.6,,02/04/2022,104.11,,02/04/2022,66.08,,02/04/2022,48.28,,02/04/2022,56.33
02/07/2022,153.07,,02/07/2022,368.15,,02/07/2022,105.18,,02/07/2022,66.36,,02/07/2022,48.51,,02/07/2022,57.33
02/08/2022,155.95,,02/08/2022,370.1,,02/08/2022,106.35,,02/08/2022,67.12,,02/08/2022,49.38,,02/08/2022,58.75
02/09/2022,156.6,,02/09/2022,374.53,,02/09/2022,108.73,,02/09/2022,67.84,,02/09/2022,49.28,,02/09/2022,59.06
02/10/2022,155.95,,02/10/2022,370.57,,02/10/2022,107.57,,02/10/2022,67.5,,02/10/2022,49.05,,02/10/2022,59.05
02/11/2022,153.92,,02/11/2022,363.06,,02/11/2022,104.57,,02/11/2022,67.15,,02/11/2022,47.92,,02/11/2022,58.31
2/14/2022,152.49,,2/14/2022,360.24,,2/14/2022,102.57,,2/14/2022,66.46,,2/14/2022,47.42,,2/14/2022,57.85
2/15/2022,154.72,,2/15/2022,363.94,,2/15/2022,103.43,,2/15/2022,67,,2/15/2022,47.79,,2/15/2022,58.38
2/16/2022,155,,2/16/2022,360.05,,2/16/2022,101.15,,2/16/2022,66.95,,2/16/2022,47.68,,2/16/2022,58.14
2/17/2022,151.43,,2/17/2022,349.06,,2/17/2022,96.15,,2/17/2022,64.71,,2/17/2022,46.07,,2/17/2022,56.15
2/18/2022,152.14,,2/18/2022,346.04,,2/18/2022,95.42,,2/18/2022,64.14,,2/18/2022,45.96,,2/18/2022,55.63
2/22/2022,151.87,,2/22/2022,344.27,,2/22/2022,94.75,,2/22/2022,63.89,,2/22/2022,45.56,,2/22/2022,55.28
2/23/2022,148.69,,2/23/2022,341.19,,2/23/2022,93.55,,2/23/2022,63.22,,2/23/2022,44.78,,2/23/2022,53.95
2/24/2022,144.55,,2/24/2022,340.19,,2/24/2022,91.81,,2/24/2022,60.67,,2/24/2022,43.6,,2/24/2022,52.71
2/25/2022,147.97,,2/25/2022,350.12,,2/25/2022,94.55,,2/25/2022,61.98,,2/25/2022,45.02,,2/25/2022,54.11
2/28/2022,141.8,,2/28/2022,341.29,,2/28/2022,90.74,,2/28/2022,59.23,,2/28/2022,44.2,,2/28/2022,53.37
03/01/2022,136.45,,03/01/2022,328.2,,03/01/2022,87.63,,03/01/2022,58.59,,03/01/2022,42.47,,03/01/2022,50.29
03/02/2022,139.28,,03/02/2022,336.38,,03/02/2022,88.38,,03/02/2022,59.56,,03/02/2022,43.16,,03/02/2022,52.22
03/03/2022,138.29,,03/03/2022,333.42,,03/03/2022,87.78,,03/03/2022,57.62,,03/03/2022,42.49,,03/03/2022,51.24
03/04/2022,134.4,,03/04/2022,329.67,,03/04/2022,86.36,,03/04/2022,56.59,,03/04/2022,40.95,,03/04/2022,48.79
03/07/2022,129.21,,03/07/2022,321.89,,03/07/2022,83.45,,03/07/2022,55.55,,03/07/2022,38.34,,03/07/2022,45.81
03/08/2022,128.3,,03/08/2022,321.37,,03/08/2022,83.31,,03/08/2022,54.87,,03/08/2022,38.59,,03/08/2022,46.46
03/09/2022,133.44,,03/09/2022,333.59,,03/09/2022,87.4,,03/09/2022,55.95,,03/09/2022,41.04,,03/09/2022,49.16
03/10/2022,131.86,,03/10/2022,329.9,,03/10/2022,85.86,,03/10/2022,54.88,,03/10/2022,40.67,,03/10/2022,49.01
03/11/2022,128.89,,03/11/2022,327,,03/11/2022,85.18,,03/11/2022,54.16,,03/11/2022,40.33,,03/11/2022,48.47
3/14/2022,130.17,,3/14/2022,324.98,,3/14/2022,84.72,,3/14/2022,54.23,,3/14/2022,41.2,,3/14/2022,49.86
3/15/2022,132.48,,3/15/2022,329.16,,3/15/2022,86.33,,3/15/2022,55.11,,3/15/2022,41.5,,3/15/2022,50.11
3/16/2022,138.4,,3/16/2022,340.76,,3/16/2022,91.76,,3/16/2022,56.8,,3/16/2022,42.8,,3/16/2022,51.6
3/17/2022,140.15,,3/17/2022,343.27,,3/17/2022,93.86,,3/17/2022,57.29,,3/17/2022,43.03,,3/17/2022,51.48
3/18/2022,140.1,,3/18/2022,345.38,,3/18/2022,94.82,,3/18/2022,57.35,,3/18/2022,42.9,,3/18/2022,51.42
3/21/2022,139.65,,3/21/2022,339,,3/21/2022,92.61,,3/21/2022,56.98,,3/21/2022,42.84,,3/21/2022,51.14
3/22/2022,142.62,,3/22/2022,343.01,,3/22/2022,94.22,,3/22/2022,57.5,,3/22/2022,44.18,,3/22/2022,53.39
3/23/2022,139.78,,3/23/2022,335.61,,3/23/2022,92.38,,3/23/2022,56.35,,3/23/2022,43.09,,3/23/2022,51.12
3/24/2022,140.69,,3/24/2022,336.23,,3/24/2022,92.13,,3/24/2022,56.42,,3/24/2022,43.07,,3/24/2022,51.33
3/25/2022,141.92,,3/25/2022,337.49,,3/25/2022,92.38,,3/25/2022,56.74,,3/25/2022,43.73,,3/25/2022,52.56
3/28/2022,140.87,,3/28/2022,335.3,,3/28/2022,91.27,,3/28/2022,55.92,,3/28/2022,43.55,,3/28/2022,51.81
3/29/2022,141.18,,3/29/2022,339.66,,3/29/2022,91.84,,3/29/2022,56.47,,3/29/2022,43.44,,3/29/2022,51.6
3/30/2022,140.54,,3/30/2022,335.59,,3/30/2022,90.27,,3/30/2022,54.97,,3/30/2022,43,,3/30/2022,50.11
3/31/2022,136.32,,3/31/2022,330.1,,3/31/2022,87.4,,3/31/2022,53.4,,3/31/2022,41.22,,3/31/2022,48.46
04/01/2022,135.31,,04/01/2022,330.22,,04/01/2022,86.99,,04/01/2022,52.33,,04/01/2022,40.9,,04/01/2022,48.71
04/04/2022,135.91,,04/04/2022,328.21,,04/04/2022,87.28,,04/04/2022,52.8,,04/04/2022,40.83,,04/04/2022,48.46
04/05/2022,133.34,,04/05/2022,323.96,,04/05/2022,85.28,,04/05/2022,51.58,,04/05/2022,40.14,,04/05/2022,48.12
04/06/2022,131.49,,04/06/2022,316.26,,04/06/2022,83.13,,04/06/2022,50.53,,04/06/2022,39.7,,04/06/2022,47.89
04/07/2022,131.09,,04/07/2022,314.15,,04/07/2022,83.13,,04/07/2022,50.03,,04/07/2022,39.39,,04/07/2022,47.74
04/08/2022,133.49,,04/08/2022,321.39,,04/08/2022,84.06,,04/08/2022,50.88,,04/08/2022,39.67,,04/08/2022,48.73
04/11/2022,133,,04/11/2022,320.76,,04/11/2022,84.02,,04/11/2022,50.55,,04/11/2022,39.59,,04/11/2022,49.33
04/12/2022,131.54,,04/12/2022,319.78,,04/12/2022,83.93,,04/12/2022,50.34,,04/12/2022,39.17,,04/12/2022,48.42
4/13/2022,127.3,,4/13/2022,321.97,,4/13/2022,84.13,,4/13/2022,50.15,,4/13/2022,38.82,,4/13/2022,48.54
4/14/2022,126.12,,4/14/2022,321.64,,4/14/2022,84.76,,4/14/2022,50.93,,4/14/2022,37.57,,4/14/2022,46.35
